Year,Mo,Dy,Hr,Mn,Sec,Tsunami_Event_Validity,Tsunami_Cause_Code,Earthquake_Magnitude,Deposits,Latitude,Longitude,Maximum_Water_Height,Number_of_Runups,Tsunami_Magnitude,Tsunami_Intensity,Total_Deaths,Total_Missing,Total_Missing_Description,Total_Injuries,Total_Damage,Total_Damage_Description,Total_Houses_Destroyed,Total_Houses_Damaged,Country,Location_Name
1969,8,11,21,26,36,4,1,8.2,0,43.6,147.9,5,75,1.4,2,,,,,,1,,,RUSSIA,S. KURIL ISLANDS
1969,8,27,1,30,,3,9,,0,,,2.9,15,,,,,,,,2,,,SOUTH AFRICA,SOUTH AFRICA
1969,11,22,23,9,37,4,1,7.7,8,57.7,163.6,15,16,3.9,3,,,,,,1,,,RUSSIA,KAMCHATKA
1969,12,25,21,32,27.3,4,1,7.2,0,15.8,-59.7,0.46,3,-3.3,,,,,,,,,,GUADELOUPE (FRENCH TERRITORY),GRAND BOURG
1970,1,10,12,7,8.6,4,1,7.6,0,6.8,126.7,0.06,1,,,,,,,,,,,PHILIPPINES,PHILIPPINE TRENCH
1970,3,11,22,38,34.6,4,1,6,0,57.5,-153.9,0.03,1,,,,,,,,1,,,USA,"ANDREANOF ISLANDS, AK"
1970,4,7,5,34,5.6,3,1,7.3,0,15.78,121.71,,1,1,1,15,,,200,,2,,,PHILIPPINES,PHILIPPINE SEA
1970,5,14,18,12,,3,1,6.5,0,43,47.1,,0,,,,,,,,2,,,RUSSIA,CASPIAN SEA
1970,5,31,20,23,27.3,4,1,7.9,0,-9.2,-78.8,0.46,15,0.8,,66794,,,50000,530,4,,,PERU,N. PERU
1970,6,14,,,,2,1,6,0,-52,-73.8,,0,,,,,,,,,,,CHILE,SOUTHERN CHILE
1970,6,19,10,56,13.5,2,1,6.4,0,-22.28,-70.55,,0,,,,,,,,,,,CHILE,NORTHERN CHILE
1970,7,25,22,41,10.7,4,1,7,0,32.2,131.7,0.32,35,-0.7,,,,,13,,1,,,JAPAN,SEIKAIDO
1970,9,28,19,1,,2,1,5.1,0,-44.64,173.62,1,1,,,,,,,,,,,NEW ZEALAND,NEW ZEALAND
1970,9,30,9,52,22.7,3,1,5.3,0,20.6,122,,1,,0.5,,,,,,2,,,PHILIPPINES,PHILIPPINE TRENCH
1970,10,31,17,53,9.3,4,3,7.3,0,-4.907,145.471,3,3,0.3,0.5,18,,,20,1.75,2,800,,PAPUA NEW GUINEA,PAPUA NEW GUINEA
1970,11,28,11,8,40,2,1,6,0,-20.94,-69.81,,0,,,,,,,,,,,CHILE,NORTHERN CHILE
1970,12,4,1,59,25,4,1,5.1,0,43.84,39.34,0.8,1,,2,,,,,,,,,RUSSIA,BLACK SEA
1971,3,19,,,,0,8,,0,-11.116,-76.5,30,0,,,600,,,,,2,,,PERU,CHUNGAR
1971,5,2,6,8,27.8,4,1,7.1,0,51.228,-177.173,0.04,1,,-3,,,,,,,,,USA,"ANDREANOF ISLANDS, AK"
1971,7,9,3,3,18.7,4,1,7.8,0,-32.5,-71.2,1.2,1,0.3,0,83,,,447,236.4,4,,,CHILE,CENTRAL CHILE
1971,7,14,6,11,29.1,4,1,7.9,0,-5.5,153.9,6,32,1.6,1,3,,,5,,1,,,PAPUA NEW GUINEA,SOLOMON SEA
1971,7,26,1,23,21.3,4,1,7.9,0,-4.9,153.2,10,39,3.3,1.5,,,,,,2,,,PAPUA NEW GUINEA,SOLOMON SEA
1971,8,2,7,24,56.8,4,1,7.3,0,41.4,143.5,0.51,17,-2.3,-0.5,,,,,,1,,,JAPAN,JAPAN TRENCH
1971,9,5,18,35,25,4,1,7.1,0,46.5,141.2,2,29,,1,,,,,,1,,,RUSSIA,TATAR STRAIT
1971,9,6,13,37,10.8,4,1,5.5,0,46.7,141.4,0.32,11,,,,,,,,,,,RUSSIA,TATAR STRAIT
1971,9,6,20,,,4,6,,1,-10.38,165.8,,1,,,,,,,,,,,SOLOMON ISLANDS,"TINAKULA, SANTA CRUZ ISLANDS"
1971,9,8,11,48,23.4,4,1,6.6,0,46.4,141.1,0.09,2,,-3,,,,,,,,,RUSSIA,TATAR STRAIT
1971,9,8,16,59,52.6,4,1,6.2,0,46.3,140.9,0.07,1,-0.7,-3,,,,,,,,,RUSSIA,TATAR STRAIT
1971,9,25,4,36,14,2,3,7,0,-6.5,146.6,1.8,1,0.8,0.5,,,,,,1,,,PAPUA NEW GUINEA,BISMARCK SEA
1971,9,27,19,1,45.3,4,1,6,0,46.4,141.1,0.03,1,,-4,,,,,,,,,RUSSIA,TATAR STRAIT
1971,11,6,22,0,0.1,2,1,5.7,0,51.5,179.1,0.1,2,,,,,,,,,,,USA,"RAT ISLANDS, ALEUTIAN ISLANDS, AK"
1971,12,15,8,29,55.3,4,1,7.8,3,56,163.3,0.47,12,,,,,,,,,,,RUSSIA,KAMCHATKA
1972,1,25,2,6,23.3,4,1,7.5,0,22.5,122.3,0.05,2,-1,-2,1,,,,,1,5,,TAIWAN,E. TAIWAN
1972,2,29,9,22,59.8,4,1,7.4,0,33.3,140.8,0.42,28,-1.3,0.5,,,,,,,,,JAPAN,EAST OFF HACHIJO ISLAND
1972,6,8,18,53,41.7,2,1,6.6,0,-30.5,-71.8,,0,,,,,,,,,,,CHILE,CENTRAL CHILE
1972,7,30,21,45,14.1,4,3,7.6,0,56.82,-135.685,0.1,3,-2.3,-2,,,,,,1,,,USA,"SE. ALASKA, AK"
1972,8,17,23,44,5.9,4,1,7.1,0,-6,152.9,0.6,1,-1,,,,,,,,,,PAPUA NEW GUINEA,SOLOMON SEA
1972,8,26,8,15,,3,8,,0,-6.7,147,1.5,2,0.6,,,,,,,1,,,PAPUA NEW GUINEA,SOLOMON SEA
1972,9,6,11,42,23.9,-1,1,5.2,0,32.9,130.3,,0,,,,,,,,,,,JAPAN,JAPAN
1972,10,9,,,,2,6,,1,-5.52,148.121,,1,,,,,,,,,,,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA"
1972,12,2,0,19,47.2,2,1,7.4,0,6.5,126.6,0.5,32,-2.3,,,,,,,1,,,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES"
1972,12,4,10,16,12,4,1,7.4,0,33.3,140.7,0.5,39,-1,-1,,,,,,1,,,JAPAN,CHICHI JIMA
1972,12,29,4,51,1.6,2,1,5.4,0,-30.6,-71,,0,,,,,,,,,,,CHILE,CENTRAL CHILE
1973,1,30,21,1,12.5,4,1,7.5,0,18.48,-103,1.13,9,0.1,,56,,,390,,2,,,MEXICO,S. MEXICO
1973,2,28,6,37,49.5,4,1,7.2,0,50.5,156.6,1.5,7,0.6,0.5,,,,,,,,,RUSSIA,N. KURIL ISLANDS
1973,3,17,8,30,51.8,4,1,7.5,0,13.4,122.8,1.3,2,,,15,,,64,0.45,1,,,PHILIPPINES,QUEZON
1973,6,17,3,55,2.9,4,1,7.7,0,43.2,145.8,5.96,72,2.2,1,,,,27,5,2,2,,JAPAN,HOKKAIDO ISLAND
1973,6,24,2,43,25.5,4,1,7.1,0,43.3,146.4,0.64,32,2.2,,,,,1,,1,,,RUSSIA,S. KURIL ISLANDS
1973,6,26,22,32,0.2,4,1,6.6,0,43.2,146.6,0.21,2,,,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1973,10,5,5,47,51.1,4,1,6.7,0,-32.5,-71.5,0.4,1,-1.3,-1,,,,,,,,,CHILE,CENTRAL CHILE
1973,12,,,,,1,6,,0,-8.54,123.59,,0,,,2,,,,,,,,INDONESIA,LESSER SUNDA ISLANDS
1974,1,31,23,30,5.3,4,1,7,0,-7.5,155.9,1.5,2,2.2,1,,,,,,,,,SOLOMON ISLANDS,SOLOMON ISLANDS
1974,2,1,3,12,33.1,4,1,7.1,0,-7.4,155.6,4.5,4,2.2,2,,,,,,2,,,SOLOMON ISLANDS,SOLOMON ISLANDS
1974,5,8,23,33,25.2,4,1,6.7,0,34.6,138.7,0.2,5,-2.3,-2.5,30,,,137,,2,134,,JAPAN,TOKAIDO
1974,8,18,10,44,12.8,1,1,7.1,0,-38.5,-73.4,,0,,,,,,,,,,,CHILE,SOUTHERN CHILE
1974,9,27,5,47,29.4,4,1,6.7,0,43.2,146.7,0.37,3,0.6,-1,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1974,10,3,14,21,29.1,4,1,8.1,0,-12.27,-77.79,0.92,35,0.8,1,78,,,2414,10,3,,,PERU,CENTRAL PERU
1974,10,17,19,5,,4,8,,0,54,-128.7,2.8,0,,,,,,,,,,,CANADA,"KITIMAT INLET, BRITISH COLOMBIA"
1974,10,17,,,,4,6,,1,-5.52,148.121,0.5,2,-1,,,,,,,,,,PAPUA NEW GUINEA,"RITTER ISLAND, PAPUA NEW GUINEA"
1974,12,28,12,11,43.7,0,1,6.2,0,35.1,72.9,,0,,,5300,,,17000,3.255,2,,,PAKISTAN,PAKISTAN
1975,1,15,9,42,24,1,1,5.9,0,-5,130,,1,,,,,,,,1,81,,INDONESIA,BANDA SEA
1975,3,13,15,26,42.5,1,1,6.9,0,-29.9,-71.3,,0,,,2,,,25,,1,,,CHILE,CENTRAL CHILE
1975,4,27,18,5,,4,8,,0,53.98,-128.68,4.1,5,,,,,,,,2,,,CANADA,"KITIMAT INLET, BRITISH COLUMBIA"
1975,5,26,9,11,51.1,4,1,7.8,0,35.962,-17.576,0.5,8,,,,,,,,1,,,ATLANTIC OCEAN,AZORES GIBRALTAR FRACTURE ZONE
1975,6,10,13,47,14.5,4,1,7,0,43.024,147.734,5.5,52,2.3,2,,,,,,2,,,RUSSIA,S. KURIL ISLANDS
1975,7,20,14,37,39.9,4,1,7.9,0,-6.59,155.054,2,18,1,1,,,,,,3,,,PAPUA NEW GUINEA,SOLOMON SEA
1975,10,31,8,28,2.6,4,1,7.6,0,12.54,125.993,3,28,-0.7,-1.5,1,,,,,1,30,,PHILIPPINES,PHILIPPINE TRENCH
1975,11,29,14,47,40.9,4,3,7.7,1,19.451,-155.033,14.3,76,3,3,2,,,19,4,2,,,USA,HAWAII
1975,12,16,21,1,39,3,3,4.9,0,-18.672,178.464,0.25,1,,,,,,,,,,,FIJI,FIJI ISLANDS
1975,12,26,15,56,38.7,4,1,7.8,0,-16.265,-172.467,0.38,3,-0.3,,,,,,,,,,SAMOA,SAMOA ISLANDS
1976,1,14,16,47,33.5,4,1,8,0,-28.427,-177.657,0.9,15,-0.1,,,,,,,,,,NEW ZEALAND,KERMADEC ISLANDS
1976,1,21,10,5,24.1,4,1,7,0,44.915,149.123,0.38,5,-1.3,-2.5,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1976,2,4,9,1,43.4,4,1,7.5,0,15.324,-89.101,0.12,1,,,23000,,,76000,2147,4,,,GUATEMALA,GUATEMALA
1976,7,11,16,54,31.8,1,1,6.7,0,7.4,-78.1,,0,-1,,5,,,7,,1,,,PANAMA,PANAMA
1976,8,16,16,11,7.3,4,1,8,0,6.292,124.09,9,28,2.3,2.5,8000,,,10000,134,4,,,PHILIPPINES,MORO GULF
1977,4,2,7,15,22.7,4,1,7.6,0,-16.696,-172.095,0.08,2,-3.3,-2,,,,,,1,,,SAMOA,SAMOA ISLANDS
1977,4,20,23,13,10.4,4,1,6.8,0,-9.828,163.323,0.15,6,-3.3,-1,34,,,,,3,,,SOLOMON ISLANDS,SOLOMON ISLANDS
1977,4,20,23,42,50.5,4,1,7.6,0,-9.89,160.348,,1,,,,,,,,1,,,SOLOMON ISLANDS,SOLOMON ISLANDS
1977,4,21,4,24,9.6,4,1,8.1,0,-9.965,160.731,0.04,5,-3.3,-1.5,18,,,1,,3,,,SOLOMON ISLANDS,SOLOMON ISLANDS
1977,6,22,12,8,33.4,4,1,7.2,0,-22.878,-175.9,0.4,19,,,1,,,5,1.2,2,,,TONGA,TONGA TRENCH
1977,8,19,6,8,55.2,4,1,8,0,-11.085,118.464,15,16,3.9,3,189,,,75,1.2,2,,,INDONESIA,SUNDA ISLANDS
1977,8,20,,,,-1,1,5.5,0,-1.1,146.2,0.5,0,-1,,,,,,,,,,PAPUA NEW GUINEA,ADMIRALTY ISLANDS
1977,8,28,20,10,5,2,1,5.5,0,-1.081,146.23,0.6,1,-0.7,-0.5,,,,,,,,,PAPUA NEW GUINEA,ADMIRALTY ISLANDS
1977,10,10,11,53,53.6,2,1,7.2,0,-25.856,-175.406,0.03,2,,-3,,,,,,,,,TONGA,TONGA TRENCH
1978,1,14,3,24,39,4,1,6.6,0,34.809,139.259,0.35,14,-0.7,,25,,,129,,3,85,544,JAPAN,TOKAIDO
1978,3,22,0,50,32.2,4,1,6.7,0,44.026,149.002,0.07,2,0.1,-2.5,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1978,3,22,21,34,33.4,4,1,6.6,0,44.14,149.029,0.05,2,,-3,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1978,3,23,0,31,2.1,4,1,6.8,0,44.209,148.971,0.17,4,-2.3,-1.5,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1978,3,23,3,15,20.3,4,1,7.5,0,44.932,148.439,0.3,15,-2.3,0,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1978,3,24,19,47,50.7,4,1,7.6,0,44.244,148.862,0.65,20,-1.7,0,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1978,6,12,8,14,26.4,4,1,7.7,0,38.19,142.03,0.6,31,,0.5,28,,,1000,865,4,,,JAPAN,SANRIKU
1978,6,12,,,,-1,1,,0,,,,0,,,,,,,,,,,INDIA,INDIA
1978,6,14,12,32,33.9,3,1,6.9,0,8.249,122.403,0.03,1,-3.3,,,,,,,,,,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES"
1978,6,20,20,3,21,2,1,6.4,0,40.739,23.229,0.45,5,,2,50,,,,250,4,,,GREECE,"THESSALONIKI (SALONICA), GREECE"
1978,6,21,,,,2,0,,0,42,16,0.6,2,,4,,,,,,1,,,ITALY,"EASTERN ITALY, ADRIATIC SEA"
1978,7,23,14,42,36.9,3,1,7.4,0,22.282,121.512,0.05,1,-3.3,-1,,,,,,,,,TAIWAN,TAIWAN
1978,8,14,14,17,50.4,4,1,4.4,0,36.37,-6.98,0.12,1,,1,,,,,,,,,SPAIN,CADIZ
1978,10,10,,,,4,8,,0,-43.08,172.97,,1,,,,,,,,,,,NEW ZEALAND,OFF EAST COAST OF SOUTH ISLAND
1978,11,29,19,52,47.6,2,1,7.8,0,16.01,-96.591,1.5,1,0.6,,9,,,,,2,,,MEXICO,MEXICO
1978,,,,,,1,0,,0,21.4,108,3,0,,,,,,,,1,,,VIETNAM,TRA CO COAST
1979,2,20,6,32,32.2,4,1,6.4,0,40.232,143.703,0.12,11,-1.7,,,,,,,,,,JAPAN,"IWATE, JAPAN"
1979,2,28,21,27,8.1,4,3,7.5,0,60.691,-141.671,0.15,2,-1.7,,,,,,,1,,,USA,"SE. ALASKA, AK"
1979,3,14,11,7,16.3,4,1,7.6,0,17.813,-101.276,1.3,3,-3.3,,5,,,35,30,4,200,,MEXICO,S. MEXICO
1979,3,31,,,,3,9,,0,,,4.8,2,,,3,,,,,,,,JAPAN,"NAGASAKI, JAPAN"
1979,4,9,2,10,20.3,1,1,5.3,0,41.956,19.023,,0,,,,,,,,,,,MONTENEGRO,MONTENEGRO: BAR ULCINJ
1979,4,15,6,19,44.1,4,1,6.9,0,42.096,19.209,0.6,3,,1,131,,,1001,2700,4,,,MONTENEGRO,MONTENEGRO
1979,5,15,6,59,21.2,0,1,5.6,0,34.53,24.437,,1,,1,,,,,,,,,GREECE,CRETE
1979,7,18,,,,4,8,,1,-8.6,123.5,9,1,,,1239,,,32,,3,,,INDONESIA,LOMBLEN ISLAND [LEMBATA]
1979,8,9,,,,-1,8,,0,-8.5,123.5,,1,,,,,,,,,,,INDONESIA,LOMBLEN ISLAND [LEMBATA]
1979,9,3,2,12,,2,8,5,0,11.517,-69.5,,1,,,,,,,,1,,,VENEZUELA,PUERTO CUMAREBO
1979,9,12,5,17,51.4,4,1,7.9,0,-1.679,136.04,2,2,1,,115,,,,,3,1000,,INDONESIA,IRIAN JAYA
1979,10,6,,,,4,8,,0,65.117,12.333,2,1,,3,,,,,,1,,,NORWAY,NORTHERN NORWAY
1979,10,16,13,57,,4,8,,2,43.7,7.25,10,6,1.6,,9,,,,,1,,,FRANCE,FRENCH RIVIERA (LIGURIAN SEA)
1979,11,16,15,21,25.7,2,1,6.9,0,-16.76,179.984,,1,,,,,,,,2,,,FIJI,FIJI ISLANDS
1979,12,12,7,59,3.3,4,1,7.7,1,1.598,-79.358,6,53,2.3,2.5,600,,,20000,8,3,10000,,COLOMBIA,"COLOMBIA: OFF SHORE, PACIFIC OCEAN"
1980,1,1,16,42,42.1,4,1,6.9,0,38.727,-27.75,0.41,2,,1,69,,,600,5,3,15000,,PORTUGAL,AZORES
1980,2,23,5,51,3.2,4,1,7,0,43.53,146.753,0.16,10,-0.7,-2,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1980,5,18,,,,0,6,,0,46.2,-122.18,250,2,,,61,,,,,,,,USA,WASHINGTON
1980,5,22,,,,3,8,,0,39.374,-31.229,,0,,,,,,,,,,,PORTUGAL,AZORES
1980,6,29,7,20,5.5,4,1,6.2,0,34.808,139.181,0.56,16,-0.7,,,,,7,,2,,,JAPAN,HONSHU ISLAND
1980,7,17,19,42,23.2,4,1,7.9,0,-12.525,165.916,0.14,34,-1.7,,,,,,,,,,SOLOMON ISLANDS,SOLOMON ISLANDS
1980,10,10,12,25,23.5,4,3,7.7,0,36.195,1.354,0.7,6,,2,5000,,,9000,5200,4,250000,,ALGERIA,EL ASNAM
1981,1,18,18,17,24.4,4,1,6.9,0,38.64,142.75,0.37,28,-1.3,,,,,,,,,,JAPAN,E. HONSHU ISLAND
1981,2,24,20,53,38.4,4,1,6.7,0,38.222,22.934,0.3,4,,3,22,,,400,812,4,8000,,GREECE,ATHENS-EASTERN GULF OF CORINTH
1981,3,4,21,58,5.9,3,1,6.4,0,38.209,23.288,1,0,,,,,,,,,,,GREECE,GULF OF CORINTH
1981,5,11,7,10,,2,8,,0,-35.616,20.267,0.29,9,,,,,,,,,,,SOUTH AFRICA,AGULHAS BANK
1981,5,25,5,25,14.4,4,1,7.6,0,-48.786,164.357,0.3,1,-1.7,,,,,,,,,,NEW ZEALAND,NEW ZEALAND
1981,9,1,9,29,31.5,4,1,7.7,0,-14.96,-173.085,1,4,-3.3,-2,,,,,,1,,,SAMOA,SAMOA ISLANDS
1981,10,20,,,,3,7,,0,-6.102,105.423,2,1,,,,,,,,,,,INDONESIA,KRAKATAU
1981,10,25,3,22,15.5,4,1,7.3,0,18.084,-102.084,0.09,1,,,3,,,28,,2,,,MEXICO,MEXICO
1982,1,11,6,10,6.4,2,1,7.1,0,13.752,124.358,0.1,1,,,,,,,,,,,PHILIPPINES,PHILIPPINES
1982,2,24,4,22,40.3,2,1,5.4,0,4.374,97.755,,0,,,,,,,,,,,INDONESIA,JAVA TRENCH
1982,3,11,10,32,27.1,1,1,6.6,0,-9.265,118.479,0.1,0,,,,,,,,,,,INDONESIA,SUMBAWA ISLAND
1982,3,21,2,32,7.7,4,1,6.9,0,42.158,142.361,1.3,31,0.4,,110,,,100,1,2,,,JAPAN,HOKKAIDO ISLAND
1982,7,23,14,23,53.5,4,1,7.2,0,36.194,141.702,0.4,22,-1.3,-1,,,,,,,,,JAPAN,"IBARAKI, JAPAN"
1982,12,19,17,43,54.8,4,1,7.5,0,-24.133,-175.864,0.2,4,-2.3,,,,,,,,,,TONGA,KERMADEC ISLANDS
1982,12,25,12,28,2.8,-1,3,6,0,-8.405,123.08,,0,,,13,,,390,1.45,2,1875,,INDONESIA,FLORES SEA
1982,12,28,6,37,42.5,4,1,6.4,0,33.826,139.434,0.19,1,-1.3,-1,,,,,,,,,JAPAN,S. OF HONSHU ISLAND
1983,1,17,12,41,29.7,3,1,7.2,0,38.026,20.228,,1,,,,,,,,,,,GREECE,IONIAN SEA
1983,3,12,1,36,35.8,4,1,6.9,0,-4.056,127.924,3,1,1.6,1.5,,,,,,,,,INDONESIA,BANDA SEA
1983,3,18,9,5,50,4,1,7.9,0,-4.883,153.581,0.13,4,-1.7,,,,,,,2,,,PAPUA NEW GUINEA,NEW BRITAIN
1983,5,26,2,59,59.6,4,1,7.8,6,40.462,139.102,14.93,230,3.9,2,104,,,324,800,4,3513,,JAPAN,"NOSHIRO, JAPAN"
1983,6,9,12,49,3.8,4,1,5.9,0,40.249,138.948,0.6,1,,,,,,,,,,,JAPAN,"NOSHIRO, JAPAN"
1983,6,21,6,25,27.3,4,1,6.9,0,41.346,139.099,1,27,,,,,,,,1,,,JAPAN,N. HONSHU ISLAND
1983,8,6,15,43,51.2,2,1,7,0,40.142,24.766,,1,,2,,,,,,1,,,GREECE,NORTH AEGEAN SEA
1983,8,17,10,55,54.1,4,1,7.1,0,55.867,161.287,0.1,1,-3.3,,,,,,,,,,RUSSIA,"KAMCHATKA BAY, RUSSIA"
1983,8,17,12,17,56,4,1,6.6,0,18.231,120.86,0.1,1,,,16,,,47,,2,,,PHILIPPINES,LUZON ISLAND
1983,8,17,,,,1,6,,0,-8.54,123.59,,0,,,,,,,,,,,INDONESIA,LESSER SUNDA ISLANDS
1983,8,18,9,,,4,8,,0,61.233,7.717,7,1,,4,,,,,,1,,,NORWAY,WESTERN NORWAY
1983,10,4,18,52,13.3,4,1,7.7,0,-26.535,-70.563,0.2,1,-2.3,0.2,5,,,12,1,2,40,,CHILE,NORTHERN CHILE
1983,11,30,17,46,0.6,4,1,7.7,0,-6.852,72.11,1.5,3,-1.3,,,,,,,1,,,UK TERRITORY,CHAGOS ARCHIPELAGO REGION
1984,1,8,15,24,13.5,1,1,6.8,0,-2.823,118.806,,0,,,2,,,89,0.5,1,,685,INDONESIA,SULAWESI
1984,2,11,8,2,51.5,4,1,5.4,0,38.396,22.094,,1,,3,,,,,,,,,GREECE,"CORINTHOS GULF, GREECE"
1984,3,24,9,44,2.6,4,1,7.2,0,44.117,148.192,0.2,3,-2.3,-2,,,,,,,,,RUSSIA,S. KURIL ISLANDS
1984,6,13,2,29,25.3,4,1,5.5,0,31.448,140.036,0.5,9,0.6,,,,,,,,,,JAPAN,"TORI SHIMA, OKINAWA"
1984,8,6,19,6,38.3,4,1,7,0,32.386,131.945,0.2,6,-2.3,,,,,9,,,,,JAPAN,"KYUSHU, JAPAN"
1984,8,15,,,,3,5,,0,6.25,10.5,5,1,,,37,,,,,,,,CAMEROON,LAKE MONOUN
1984,9,18,17,2,44.3,4,1,6.9,0,34.006,141.5,0.13,12,-3.3,,,,,,,,,,JAPAN,HONSHU ISLAND
1984,12,28,10,37,53.7,4,1,6.8,0,56.194,163.46,0.2,2,-2.3,,,,,,,,,,RUSSIA,KAMCHATKA
1985,3,3,22,47,9.5,4,1,8,0,-33.132,-71.708,3.5,64,1.6,,180,,,2575,1500,4,,,CHILE,CENTRAL CHILE
1985,3,16,14,54,0.7,4,1,6.4,0,17.013,-62.448,0.12,1,-3.3,,,,,6,,2,,,GUADELOUPE (FRENCH TERRITORY),GUADELOUPE
1985,4,13,1,6,0.1,2,1,6.2,0,-9.245,114.185,2,1,,,,,,,,,,,INDONESIA,BALI ISLAND
1985,7,3,4,36,51.7,4,3,7.3,0,-4.439,152.828,1.3,2,0.4,,,,,,1,2,,,PAPUA NEW GUINEA,NEW IRELAND
1985,9,19,13,17,47.3,4,1,8,1,18.19,-102.533,3,19,1.6,,9500,,,30000,4000,4,,,MEXICO,MEXICO
1985,9,21,1,37,13.4,4,1,7.6,0,17.802,-101.647,1.2,3,0.3,,,,,,,,,,MEXICO,MEXICO
1986,5,7,22,47,10.8,4,1,8,0,51.52,-174.776,0.9,66,-0.1,,,,,,,2,,,USA,"ANDREANOF ISLANDS, AK"
1986,5,17,16,20,22.2,1,1,6.4,0,52.327,-174.504,,0,,,,,,,,,,,USA,"ANDREANOF ISLANDS, AK"
1986,8,21,,,,4,6,,0,6.25,10.5,75,1,,,1700,,,300,,,,,CAMEROON,LAKE NYOS
1986,10,20,6,46,9.9,4,1,7.8,0,-28.117,-176.367,0.22,8,-2.18,,,,,,,,,,NEW ZEALAND,KERMADEC ISLANDS
1986,11,14,21,20,10.5,4,1,7.8,0,23.901,121.574,0.3,5,,,15,,,50,,1,,,TAIWAN,TAIWAN
1987,2,6,13,16,17.8,4,1,6.7,0,36.988,141.689,0.1,3,-3.3,,,,,,,,,,JAPAN,E. HONSHU ISLAND
1987,2,8,18,33,58.3,4,1,7.4,0,-6.088,147.689,1.5,1,1,,3,,,,2.625,2,,,PAPUA NEW GUINEA,SOLOMON SEA
1987,2,21,7,40,,4,8,,0,62.2,6.65,3,1,,2,,,,,,,,,NORWAY,WESTERN NORWAY
1987,3,5,9,17,5.2,4,1,7.6,0,-24.388,-70.161,0.2,6,-2.3,,1,,,,,2,,,CHILE,NORTHERN CHILE
1987,3,18,3,36,30.3,4,1,6.7,0,32.034,131.837,0.04,1,-3.3,,2,,,5,,2,,,JAPAN,KYUSHU ISLAND
1987,3,24,12,49,47,4,1,5.1,0,37.447,137.865,0.16,3,,,,,,,,,,,JAPAN,HONSHU ISLAND
1987,5,20,,,,4,8,,0,-45.46,167.15,,1,,,,,,,,,,,NEW ZEALAND,DEEP COVE
1987,6,18,14,3,16.7,1,1,6.3,0,-10.717,162.33,,1,,,,,,,,,,,SOLOMON ISLANDS,SOLOMON ISLANDS
1987,7,6,2,49,42.7,3,1,6.7,0,-14.074,167.828,0.1,1,,,,,,,,,,,VANUATU,VANUATU ISLANDS
1987,10,6,4,19,6,4,1,7.3,0,-17.94,-172.225,0.25,2,-3.3,,,,,,,,,,TONGA,TONGA ISLANDS
1987,10,12,13,57,4.7,4,1,7,0,-7.288,154.371,0.04,1,-0.5,,,,,,,,,,PAPUA NEW GUINEA,SOLOMON SEA
1987,10,16,20,48,1.6,4,1,7.4,0,-6.266,149.06,0.07,2,-3.3,,,,,,,2,,,PAPUA NEW GUINEA,SOLOMON SEA
1987,11,17,8,46,53.3,4,1,7.2,0,58.586,-143.27,0.06,1,-3.3,,,,,,,,,,USA,"GULF OF ALASKA, AK"
1987,11,26,1,43,14,-1,1,6.6,0,-8.247,124.155,0.1,0,,,,,,,,,,,INDONESIA,TIMOR SEA
1987,11,30,19,23,19.5,4,1,7.9,0,58.679,-142.786,0.43,10,-1,,,,,,,1,,,USA,"GULF OF ALASKA, AK"
1988,2,5,14,1,2.7,4,1,7.2,0,-24.753,-70.433,0.1,1,,,,,,,,,,,CHILE,NORTHERN CHILE
1988,3,6,22,35,36.9,4,1,7.8,0,57.262,-142.747,0.19,8,-2.3,,,,,,0.005,1,,,USA,"GULF OF ALASKA, AK"
1988,4,20,5,30,,4,8,,0,38.4,14.967,2,1,,,,,,,,,,,ITALY,"LA FOSSA VOLCANO, VULCANO IS."
1988,4,30,,,,-1,9,,0,,,,1,,,,,,,,,,,USA,S. CALIFORNIA
1988,6,24,2,6,26.3,4,1,5.4,0,18.606,121.013,1.03,2,,,,,,,,,,,PHILIPPINES,NORTH OF LUZON ISLAND
1988,7,5,20,32,7.2,4,1,6.8,0,-5.964,148.78,,2,,,,,,,,,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA
1988,8,6,0,36,24.6,0,1,7.2,0,25.149,95.127,,0,,,5,30,1,42,,2,,,BANGLADESH,"JAMUNA RIVER, ARICHA, BANGLADESH"
1988,8,10,4,38,29.2,4,1,7.6,0,-10.258,160.896,0.09,2,-3.3,,1,,,,,1,100,,SOLOMON ISLANDS,SOLOMON ISLANDS
1988,8,20,23,9,9.5,0,1,6.6,0,26.755,86.616,,1,,,998,,1,,131.5,4,,,BANGLADESH,BANGLADESH
